ts.IDnum.w1,id,ts.endDateTime.w1,ts.exclusion.age.w1,outgoing1,findfault1,thorough1,nervous1,imagination1,reserved1,trusting1,lazy1,relaxed1,unartistic1,talkative1,original1,quarrels1,tense1,ingenious1,depressed1,enthusiasm1,forgiving1,assertive1,disorganized1,emotionallystable1,inventive1,cold1,perseveres1,moody1,artistic1,shy1,efficient1,calm1,routine1,plans1,reflect1,cooperate1,distracted1,sophisticated1,reliable1,worries1,quiet1,rude1,careless1,helpful1,considerate1,energy1,curious1,talkative2,findfault2,thorough2,depressed2,original2,reserved2,careless2,energy2,quarrels2,tense2,ingenious2,enthusiasm2,forgiving2,disorganized2,trusting2,emotionallystable2,inventive2,assertive2,cold2,perseveres2,connected2,moody2,artistic2,shy2,efficient2,calm2,routine2,plans2,nervous2,reflect2,unartistic2,cooperate2,distracted2,sophisticated2,helpful2,likesothers2,imagination2,outgoing2,lazy2,relaxed2,reliable2,worries2,quiet2,rude2,considerate2,curious2,talkative3,findfault3,thorough3,depressed3,original3,reserved3,careless3,energy3,quarrels3,tense3,ingenious3,enthusiasm3,forgiving3,disorganized3,trusting3,emotionallystable3,inventive3,assertive3,cold3,perseveres3,moody3,artistic3,shy3,efficient3,calm3,routine3,plans3,nervous3,reflect3,unartistic3,cooperate3,distracted3,sophisticated3,helpful3,relaxed3,reliable3,curious3,worries3,imagination3,quiet3,lazy3,considerate3,outgoing3,rude3,talkative_a,findfault_a,thorough_a,depressed_a,original_a,reserved_a,helpful_a,careless_a,relaxed_a,curious_a,energy_a,quarrels_a,reliable_a,tense_a,ingenious_a,enthusiasm_a,forgiving_a,disorganized_a,worries_a,imagination_a,quiet_a,trusting_a,lazy_a,emotionallystable_a,inventive_a,assertive_a,cold_a,perseveres_a,moody_a,artistic_a,shy_a,considerate_a,efficient_a,calm_a,routine_a,outgoing_a,rude_a,plans_a,nervous_a,reflect_a,unartistic_a,cooperate_a,distracted_a,sophisticated_a,talkative_b,findfault_b,thorough_b,depressed_b,original_b,reserved_b,helpful_b,careless_b,relaxed_b,curious_b,energy_b,quarrels_b,reliable_b,tense_b,ingenious_b,enthusiasm_b,forgiving_b,disorganized_b,worries_b,imagination_b,quiet_b,trusting_b,lazy_b,emotionallystable_b,inventive_b,assertive_b,cold_b,perseveres_b,moody_b,artistic_b,shy_b,considerate_b,efficient_b,calm_b,routine_b,outgoing_b,rude_b,plans_b,nervous_b,reflect_b,unartistic_b,cooperate_b,distracted_b,sophisticated_b,talkative_c,findfault_c,thorough_c,depressed_c,original_c,reserved_c,helpful_c,careless_c,relaxed_c,curious_c,energy_c,quarrels_c,reliable_c,tense_c,ingenious_c,enthusiasm_c,forgiving_c,disorganized_c,worries_c,imagination_c,quiet_c,trusting_c,lazy_c,emotionallystable_c,inventive_c,assertive_c,cold_c,perseveres_c,moody_c,artistic_c,shy_c,considerate_c,efficient_c,calm_c,routine_c,outgoing_c,rude_c,plans_c,nervous_c,reflect_c,unartistic_c,cooperate_c,distracted_c,sophisticated_c,talkative_d,findfault_d,thorough_d,depressed_d,original_d,reserved_d,helpful_d,careless_d,relaxed_d,curious_d,energy_d,quarrels_d,reliable_d,tense_d,ingenious_d,enthusiasm_d,forgiving_d,disorganized_d,worries_d,imagination_d,quiet_d,trusting_d,lazy_d,emotionallystable_d,inventive_d,assertive_d,cold_d,perseveres_d,moody_d,artistic_d,shy_d,considerate_d,efficient_d,calm_d,routine_d,outgoing_d,rude_d,plans_d,nervous_d,reflect_d,unartistic_d,cooperate_d,distracted_d,sophisticated_d
39900,10177,4/8/13 17:01,4/8/13 18:58,13,6,12,11,15,1,14,6,1,1,15,15,1,15,12,13,15,14,8,9,1,15,10,10,15,15,1,8,5,9,8,15,14,13,15,10,15,1,9,11,7,13,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,8,9,12,15,1,7,NA,1,15,15,1,14,15,15,15,8,10,15,15,1,12,13,1,14,14,1,10,15,15,1,12,8,4,4,13,10,8,15,15,1,13,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39930,10178,4/9/13 14:29,4/9/13 16:24,13,8,14,9,11,12,9,4,13,12,8,11,2,10,13,5,7,9,9,8,8,9,10,11,7,10,10,14,14,10,14,12,13,7,6,14,8,12,4,3,13,6,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39960,10180,4/16/13 14:33,4/18/13 15:32,1,15,3,15,15,14,1,15,2,2,2,8,10,15,6,15,4,1,8,15,1,8,15,8,15,10,15,7,8,7,14,11,12,15,8,8,15,15,15,14,7,2,1,7,2,14,5,14,9,15,12,2,3,14,7,5,3,15,1,5,4,2,11,5,7,15,11,14,1,9,11,11,15,9,6,8,14,9,7,9,15,3,15,3,4,15,14,10,5,6,5,14,7,11,9,11,11,4,2,11,5,5,1,12,4,4,8,6,10,7,14,11,13,5,6,8,12,12,8,6,7,15,9,5,5,7,8,13,12,12,13,6,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15,4,15,6,13,7,12,2,9,1,5,4,15,3,4,1,15,15,14,12,3,14,3,3,3,9,6,15,10,15,2,1,3,7,4,11,10,14,6,4,9,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39990,10181,4/16/13 16:56,4/16/13 18:36,11,11,14,13,11,12,10,1,12,1,12,10,2,12,3,6,11,15,11,2,12,10,10,13,9,13,10,14,13,9,12,9,14,9,14,14,13,5,9,2,12,12,9,10,11,11,14,7,10,9,3,9,5,12,9,10,12,3,10,12,11,11,9,13,9,9,15,10,15,12,9,13,12,11,2,14,9,14,13,12,11,11,4,12,15,11,8,7,12,13,6,10,13,12,6,12,9,6,2,13,9,10,12,2,9,9,9,11,11,13,6,12,13,15,9,7,9,12,9,1,15,11,10,12,9,11,10,12,11,10,4,10,11,9,11,6,14,2,12,10,13,5,9,12,12,1,15,13,9,11,10,1,12,12,9,11,2,12,10,11,11,15,10,14,10,12,15,10,4,10,9,12,12,12,1,15,10,15,8,9,13,9,11,9,13,5,4,11,8,3,14,10,4,9,11,4,14,10,10,10,5,10,11,11,10,11,11,13,11,12,13,13,9,12,7,13,13,10,1,13,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40020,10184,4/12/13 14:01,4/12/13 15:46,9,4,13,12,8,8,14,1,10,2,10,4,2,10,6,2,8,13,15,1,7,6,2,15,10,14,15,14,9,9,12,8,12,3,7,13,12,8,14,4,13,12,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,14,4,9,9,10,2,7,10,10,12,14,14,10,12,13,2,14,10,12,14,4,12,10,15,13,15,12,14,15,14,14,12,11,13,10,13,13,11,2,14,3,10,8,9,14,2,9,9,11,3,12,10,9,6,14,11,9,7,11,2,9,7,8,10,3,9,7,10,10,13,10,13,13,12,15,13,12,13,11,12,10,8,4,12,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40050,10185,4/17/13 14:14,4/17/13 16:00,14,9,12,8,10,4,14,12,12,14,13,9,5,9,10,3,13,10,12,12,12,9,5,10,10,2,7,9,10,12,13,8,13,14,2,14,10,1,10,12,15,NA,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40080,10186,4/19/13 14:08,4/19/13 16:26,13,14,11,12,8,7,10,10,3,7,12,9,10,10,14,9,12,14,13,12,9,9,7,14,9,9,7,9,5,5,7,15,10,11,3,9,12,3,2,10,9,13,13,11,11,12,14,4,11,10,9,12,7,5,13,10,11,11,10,9,10,12,9,13,12,10,9,11,9,5,6,6,12,13,10,9,12,5,10,9,9,9,12,4,6,3,10,7,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,12,2,9,5,11,11,5,10,12,7,7,10,9,12,14,9,11,7,7,14,10,6,6,10,4,14,13,10,9,12,9,5,2,9,7,4,11,14,8,7,13,6,9,11,14,7,7,9,10,9,6,14,10,6,9,7,13,10,9,10,14,9,8,12,10,7,9,9,4,14,9,9,10,10,9,9,7,9,1,3,12,14,9,10,13,3,9,10,15,6,9,9,9,7,7,14,13,5,14,6,12,9,9,8,13,9,8,10,7,8,9,11,5,15,10,10,9,12,9,8,8,9,4,6,11,15,5,14,13,7
40110,10187,4/20/13 13:31,4/20/13 16:32,12,11,4,5,14,6,14,13,15,6,10,11,3,5,14,5,10,14,6,12,11,10,8,4,10,15,9,10,12,6,6,15,12,14,13,6,13,6,6,14,11,14,10,15,9,9,8,5,13,10,11,9,5,9,12,10,12,12,11,10,10,9,9,7,11,7,13,9,6,9,9,10,11,13,4,10,12,13,10,11,12,7,13,11,5,11,10,8,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,7,4,12,9,8,11,14,12,11,5,9,8,11,10,14,12,7,11,9,13,10,12,13,5,8,9,6,11,9,11,10,11,8,11,9,6,9,14,5,12,12,11,6,9,6,4,11,10,8,12,14,12,10,6,7,5,13,11,14,12,10,13,11,13,11,12,11,6,8,7,6,15,12,12,7,13,10,7,9,6,10,12,5,11,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40140,10188,4/20/13 11:10,4/20/13 12:42,14,4,13,9,13,3,13,11,5,2,15,14,1,12,8,13,14,13,14,14,4,12,2,9,12,15,2,4,13,3,13,6,14,15,13,13,12,3,12,13,12,12,11,13,13,9,11,8,11,4,12,12,3,10,11,13,11,13,11,6,10,13,5,6,8,10,13,4,13,12,8,10,4,5,3,13,14,12,10,13,11,13,10,11,12,5,3,10,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,13,10,12,4,10,10,8,14,10,2,11,11,8,13,12,10,10,10,5,12,10,5,10,10,3,8,4,14,3,10,9,12,5,13,9,11,5,7,3,12,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,12,5,13,3,11,13,14,12,12,1,11,8,7,13,13,13,4,11,4,11,11,11,9,12,4,8,5,14,4,12,13,13,3,13,10,13,2,9,3,13,14,11
40170,10190,4/26/13 14:02,4/26/13 16:42,9,4,12,8,15,12,13,4,11,1,8,14,1,5,14,4,11,6,8,3,5,13,3,10,10,15,7,6,10,9,10,15,10,12,14,14,13,10,2,3,12,12,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,13,5,15,6,13,2,6,13,10,2,12,7,14,10,10,4,12,12,13,13,5,9,11,4,2,11,12,15,12,13,3,12,5,5,5,10,8,14,1,13,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,14,3,15,4,13,3,8,14,8,2,15,12,15,13,11,5,5,15,6,15,3,10,15,8,3,13,11,15,5,12,7,11,4,12,3,13,3,15,1,13,10,14,9,2,14,2,15,6,11,2,8,13,8,6,14,3,11,11,11,5,8,15,7,11,8,12,15,11,3,14,7,15,7,13,9,6,8,12,3,12,9,15,1,14,12,14
40200,10192,6/10/13 10:10,6/10/13 12:42,8,9,9,8,15,15,9,13,15,10,4,9,1,4,15,7,8,9,8,9,15,15,15,7,3,15,10,9,15,10,9,15,1,10,9,8,1,15,11,15,8,13,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40230,10193,6/10/13 10:10,6/10/13 13:14,8,8,9,12,9,13,4,10,5,3,9,9,14,14,9,13,8,5,7,2,8,8,3,7,12,15,14,7,8,7,4,12,7,15,12,6,14,7,13,12,9,1,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40260,10194,6/10/13 16:30,6/10/13 20:00,6,8,6,5,15,11,13,14,12,4,12,14,5,9,11,9,7,13,6,13,10,12,10,5,8,12,12,8,9,6,6,14,12,10,10,4,9,8,4,11,12,12,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40290,10195,6/10/13 11:24,6/10/13 12:42,8,6,12,10,8,14,15,7,11,9,6,10,1,10,11,4,8,15,2,3,8,9,1,13,5,9,12,12,8,13,12,12,14,6,8,15,15,14,1,5,15,15,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
